Analyzing c:/dev/projects/aegis\.gitignore with 15 rules: ['arch-no-print', 'arch-no-todo', 'arch-no-star-import', 'arch-circular-import', 'arch-module-boundary', 'arch-import-groups', 'no-print', 'custom-no-print', 'deps-known-vulnerabilities', 'deps-excessive-count', 'deps-duplicate-transitive', 'design-srp-class-size', 'design-ocp-type-dispatch', 'design-isp-interface-size', 'design-dip-abstractions']
Analyzing c:/dev/projects/aegis\docs\adr\006-observability-telemetry.md with 52 rules: ['arch-no-print', 'arch-no-todo', 'arch-no-star-import', 'arch-circular-import', 'arch-module-boundary', 'arch-import-groups', 'no-print', 'custom-no-print', 'deps-known-vulnerabilities', 'deps-excessive-count', 'deps-duplicate-transitive', 'design-srp-class-size', 'design-ocp-type-dispatch', 'design-isp-interface-size', 'design-dip-abstractions', 'design-factory-method', 'design-null-object', 'docs-module-docstring', 'docs-stale-markers', 'docs-deprecation-notice', 'general-binary-artifacts', 'general-private-keys', 'sec-no-hardcoded-aws-keys', 'sec-no-hardcoded-passwords', 'sec-no-connection-strings', 'sec-no-todo-security', 'sec-no-hardcoded-tokens', 'sec-no-eval', 'sec-no-sql-concatenation', 'sec-insecure-deserialization', 'sec-path-traversal', 'sec-jwt-validation', 'sec-no-subprocess-shell', 'sec-no-hardcoded-urls', 'sec-cors-wildcard', 'sec-input-validation', 'semantic-no-pii-exposure', 'semantic-retry-policy', 'struct-module-boundaries', 'struct-max-file-length', 'struct-no-utils', 'struct-circular-package', 'style-line-length', 'style-naming-convention', 'style-no-trailing-whitespace', 'style-consistent-imports', 'style-consistent-quotes', 'style-max-complexity', 'style-blank-lines', 'test-naming-convention', 'test-no-focused', 'plugin-no-evil']
Analyzing c:/dev/projects/aegis\scratch\danger_file.py with 52 rules: ['arch-no-print', 'arch-no-todo', 'arch-no-star-import', 'arch-circular-import', 'arch-module-boundary', 'arch-import-groups', 'no-print', 'custom-no-print', 'deps-known-vulnerabilities', 'deps-excessive-count', 'deps-duplicate-transitive', 'design-srp-class-size', 'design-ocp-type-dispatch', 'design-isp-interface-size', 'design-dip-abstractions', 'design-factory-method', 'design-null-object', 'docs-module-docstring', 'docs-stale-markers', 'docs-deprecation-notice', 'general-binary-artifacts', 'general-private-keys', 'sec-no-hardcoded-aws-keys', 'sec-no-hardcoded-passwords', 'sec-no-connection-strings', 'sec-no-todo-security', 'sec-no-hardcoded-tokens', 'sec-no-eval', 'sec-no-sql-concatenation', 'sec-insecure-deserialization', 'sec-path-traversal', 'sec-jwt-validation', 'sec-no-subprocess-shell', 'sec-no-hardcoded-urls', 'sec-cors-wildcard', 'sec-input-validation', 'semantic-no-pii-exposure', 'semantic-retry-policy', 'struct-module-boundaries', 'struct-max-file-length', 'struct-no-utils', 'struct-circular-package', 'style-line-length', 'style-naming-convention', 'style-no-trailing-whitespace', 'style-consistent-imports', 'style-consistent-quotes', 'style-max-complexity', 'style-blank-lines', 'test-naming-convention', 'test-no-focused', 'plugin-no-evil']
Analyzing c:/dev/projects/aegis\scratch\debug_plugin.txt with 52 rules: ['arch-no-print', 'arch-no-todo', 'arch-no-star-import', 'arch-circular-import', 'arch-module-boundary', 'arch-import-groups', 'no-print', 'custom-no-print', 'deps-known-vulnerabilities', 'deps-excessive-count', 'deps-duplicate-transitive', 'design-srp-class-size', 'design-ocp-type-dispatch', 'design-isp-interface-size', 'design-dip-abstractions', 'design-factory-method', 'design-null-object', 'docs-module-docstring', 'docs-stale-markers', 'docs-deprecation-notice', 'general-binary-artifacts', 'general-private-keys', 'sec-no-hardcoded-aws-keys', 'sec-no-hardcoded-passwords', 'sec-no-connection-strings', 'sec-no-todo-security', 'sec-no-hardcoded-tokens', 'sec-no-eval', 'sec-no-sql-concatenation', 'sec-insecure-deserialization', 'sec-path-traversal', 'sec-jwt-validation', 'sec-no-subprocess-shell', 'sec-no-hardcoded-urls', 'sec-cors-wildcard', 'sec-input-validation', 'semantic-no-pii-exposure', 'semantic-retry-policy', 'struct-module-boundaries', 'struct-max-file-length', 'struct-no-utils', 'struct-circular-package', 'style-line-length', 'style-naming-convention', 'style-no-trailing-whitespace', 'style-consistent-imports', 'style-consistent-quotes', 'style-max-complexity', 'style-blank-lines', 'test-naming-convention', 'test-no-focused', 'plugin-no-evil']
Analyzing c:/dev/projects/aegis\scratch\dummy_service.py with 52 rules: ['arch-no-print', 'arch-no-todo', 'arch-no-star-import', 'arch-circular-import', 'arch-module-boundary', 'arch-import-groups', 'no-print', 'custom-no-print', 'deps-known-vulnerabilities', 'deps-excessive-count', 'deps-duplicate-transitive', 'design-srp-class-size', 'design-ocp-type-dispatch', 'design-isp-interface-size', 'design-dip-abstractions', 'design-factory-method', 'design-null-object', 'docs-module-docstring', 'docs-stale-markers', 'docs-deprecation-notice', 'general-binary-artifacts', 'general-private-keys', 'sec-no-hardcoded-aws-keys', 'sec-no-hardcoded-passwords', 'sec-no-connection-strings', 'sec-no-todo-security', 'sec-no-hardcoded-tokens', 'sec-no-eval', 'sec-no-sql-concatenation', 'sec-insecure-deserialization', 'sec-path-traversal', 'sec-jwt-validation', 'sec-no-subprocess-shell', 'sec-no-hardcoded-urls', 'sec-cors-wildcard', 'sec-input-validation', 'semantic-no-pii-exposure', 'semantic-retry-policy', 'struct-module-boundaries', 'struct-max-file-length', 'struct-no-utils', 'struct-circular-package', 'style-line-length', 'style-naming-convention', 'style-no-trailing-whitespace', 'style-consistent-imports', 'style-consistent-quotes', 'style-max-complexity', 'style-blank-lines', 'test-naming-convention', 'test-no-focused', 'plugin-no-evil']
Analyzing c:/dev/projects/aegis\scratch\evil_file.py with 52 rules: ['arch-no-print', 'arch-no-todo', 'arch-no-star-import', 'arch-circular-import', 'arch-module-boundary', 'arch-import-groups', 'no-print', 'custom-no-print', 'deps-known-vulnerabilities', 'deps-excessive-count', 'deps-duplicate-transitive', 'design-srp-class-size', 'design-ocp-type-dispatch', 'design-isp-interface-size', 'design-dip-abstractions', 'design-factory-method', 'design-null-object', 'docs-module-docstring', 'docs-stale-markers', 'docs-deprecation-notice', 'general-binary-artifacts', 'general-private-keys', 'sec-no-hardcoded-aws-keys', 'sec-no-hardcoded-passwords', 'sec-no-connection-strings', 'sec-no-todo-security', 'sec-no-hardcoded-tokens', 'sec-no-eval', 'sec-no-sql-concatenation', 'sec-insecure-deserialization', 'sec-path-traversal', 'sec-jwt-validation', 'sec-no-subprocess-shell', 'sec-no-hardcoded-urls', 'sec-cors-wildcard', 'sec-input-validation', 'semantic-no-pii-exposure', 'semantic-retry-policy', 'struct-module-boundaries', 'struct-max-file-length', 'struct-no-utils', 'struct-circular-package', 'style-line-length', 'style-naming-convention', 'style-no-trailing-whitespace', 'style-consistent-imports', 'style-consistent-quotes', 'style-max-complexity', 'style-blank-lines', 'test-naming-convention', 'test-no-focused', 'plugin-no-evil']
Analyzing c:/dev/projects/aegis\scratch\plugin_test.py with 52 rules: ['arch-no-print', 'arch-no-todo', 'arch-no-star-import', 'arch-circular-import', 'arch-module-boundary', 'arch-import-groups', 'no-print', 'custom-no-print', 'deps-known-vulnerabilities', 'deps-excessive-count', 'deps-duplicate-transitive', 'design-srp-class-size', 'design-ocp-type-dispatch', 'design-isp-interface-size', 'design-dip-abstractions', 'design-factory-method', 'design-null-object', 'docs-module-docstring', 'docs-stale-markers', 'docs-deprecation-notice', 'general-binary-artifacts', 'general-private-keys', 'sec-no-hardcoded-aws-keys', 'sec-no-hardcoded-passwords', 'sec-no-connection-strings', 'sec-no-todo-security', 'sec-no-hardcoded-tokens', 'sec-no-eval', 'sec-no-sql-concatenation', 'sec-insecure-deserialization', 'sec-path-traversal', 'sec-jwt-validation', 'sec-no-subprocess-shell', 'sec-no-hardcoded-urls', 'sec-cors-wildcard', 'sec-input-validation', 'semantic-no-pii-exposure', 'semantic-retry-policy', 'struct-module-boundaries', 'struct-max-file-length', 'struct-no-utils', 'struct-circular-package', 'style-line-length', 'style-naming-convention', 'style-no-trailing-whitespace', 'style-consistent-imports', 'style-consistent-quotes', 'style-max-complexity', 'style-blank-lines', 'test-naming-convention', 'test-no-focused', 'plugin-no-evil']
Analyzing c:/dev/projects/aegis\scratch\plugin_test_output.txt with 52 rules: ['arch-no-print', 'arch-no-todo', 'arch-no-star-import', 'arch-circular-import', 'arch-module-boundary', 'arch-import-groups', 'no-print', 'custom-no-print', 'deps-known-vulnerabilities', 'deps-excessive-count', 'deps-duplicate-transitive', 'design-srp-class-size', 'design-ocp-type-dispatch', 'design-isp-interface-size', 'design-dip-abstractions', 'design-factory-method', 'design-null-object', 'docs-module-docstring', 'docs-stale-markers', 'docs-deprecation-notice', 'general-binary-artifacts', 'general-private-keys', 'sec-no-hardcoded-aws-keys', 'sec-no-hardcoded-passwords', 'sec-no-connection-strings', 'sec-no-todo-security', 'sec-no-hardcoded-tokens', 'sec-no-eval', 'sec-no-sql-concatenation', 'sec-insecure-deserialization', 'sec-path-traversal', 'sec-jwt-validation', 'sec-no-subprocess-shell', 'sec-no-hardcoded-urls', 'sec-cors-wildcard', 'sec-input-validation', 'semantic-no-pii-exposure', 'semantic-retry-policy', 'struct-module-boundaries', 'struct-max-file-length', 'struct-no-utils', 'struct-circular-package', 'style-line-length', 'style-naming-convention', 'style-no-trailing-whitespace', 'style-consistent-imports', 'style-consistent-quotes', 'style-max-complexity', 'style-blank-lines', 'test-naming-convention', 'test-no-focused', 'plugin-no-evil']
Analyzing c:/dev/projects/aegis\scratch\query_service.py with 52 rules: ['arch-no-print', 'arch-no-todo', 'arch-no-star-import', 'arch-circular-import', 'arch-module-boundary', 'arch-import-groups', 'no-print', 'custom-no-print', 'deps-known-vulnerabilities', 'deps-excessive-count', 'deps-duplicate-transitive', 'design-srp-class-size', 'design-ocp-type-dispatch', 'design-isp-interface-size', 'design-dip-abstractions', 'design-factory-method', 'design-null-object', 'docs-module-docstring', 'docs-stale-markers', 'docs-deprecation-notice', 'general-binary-artifacts', 'general-private-keys', 'sec-no-hardcoded-aws-keys', 'sec-no-hardcoded-passwords', 'sec-no-connection-strings', 'sec-no-todo-security', 'sec-no-hardcoded-tokens', 'sec-no-eval', 'sec-no-sql-concatenation', 'sec-insecure-deserialization', 'sec-path-traversal', 'sec-jwt-validation', 'sec-no-subprocess-shell', 'sec-no-hardcoded-urls', 'sec-cors-wildcard', 'sec-input-validation', 'semantic-no-pii-exposure', 'semantic-retry-policy', 'struct-module-boundaries', 'struct-max-file-length', 'struct-no-utils', 'struct-circular-package', 'style-line-length', 'style-naming-convention', 'style-no-trailing-whitespace', 'style-consistent-imports', 'style-consistent-quotes', 'style-max-complexity', 'style-blank-lines', 'test-naming-convention', 'test-no-focused', 'plugin-no-evil']
Analyzing c:/dev/projects/aegis\scratch\semantic_test_output.txt with 52 rules: ['arch-no-print', 'arch-no-todo', 'arch-no-star-import', 'arch-circular-import', 'arch-module-boundary', 'arch-import-groups', 'no-print', 'custom-no-print', 'deps-known-vulnerabilities', 'deps-excessive-count', 'deps-duplicate-transitive', 'design-srp-class-size', 'design-ocp-type-dispatch', 'design-isp-interface-size', 'design-dip-abstractions', 'design-factory-method', 'design-null-object', 'docs-module-docstring', 'docs-stale-markers', 'docs-deprecation-notice', 'general-binary-artifacts', 'general-private-keys', 'sec-no-hardcoded-aws-keys', 'sec-no-hardcoded-passwords', 'sec-no-connection-strings', 'sec-no-todo-security', 'sec-no-hardcoded-tokens', 'sec-no-eval', 'sec-no-sql-concatenation', 'sec-insecure-deserialization', 'sec-path-traversal', 'sec-jwt-validation', 'sec-no-subprocess-shell', 'sec-no-hardcoded-urls', 'sec-cors-wildcard', 'sec-input-validation', 'semantic-no-pii-exposure', 'semantic-retry-policy', 'struct-module-boundaries', 'struct-max-file-length', 'struct-no-utils', 'struct-circular-package', 'style-line-length', 'style-naming-convention', 'style-no-trailing-whitespace', 'style-consistent-imports', 'style-consistent-quotes', 'style-max-complexity', 'style-blank-lines', 'test-naming-convention', 'test-no-focused', 'plugin-no-evil']
Analyzing c:/dev/projects/aegis\scratch\tree_sitter_test.py with 52 rules: ['arch-no-print', 'arch-no-todo', 'arch-no-star-import', 'arch-circular-import', 'arch-module-boundary', 'arch-import-groups', 'no-print', 'custom-no-print', 'deps-known-vulnerabilities', 'deps-excessive-count', 'deps-duplicate-transitive', 'design-srp-class-size', 'design-ocp-type-dispatch', 'design-isp-interface-size', 'design-dip-abstractions', 'design-factory-method', 'design-null-object', 'docs-module-docstring', 'docs-stale-markers', 'docs-deprecation-notice', 'general-binary-artifacts', 'general-private-keys', 'sec-no-hardcoded-aws-keys', 'sec-no-hardcoded-passwords', 'sec-no-connection-strings', 'sec-no-todo-security', 'sec-no-hardcoded-tokens', 'sec-no-eval', 'sec-no-sql-concatenation', 'sec-insecure-deserialization', 'sec-path-traversal', 'sec-jwt-validation', 'sec-no-subprocess-shell', 'sec-no-hardcoded-urls', 'sec-cors-wildcard', 'sec-input-validation', 'semantic-no-pii-exposure', 'semantic-retry-policy', 'struct-module-boundaries', 'struct-max-file-length', 'struct-no-utils', 'struct-circular-package', 'style-line-length', 'style-naming-convention', 'style-no-trailing-whitespace', 'style-consistent-imports', 'style-consistent-quotes', 'style-max-complexity', 'style-blank-lines', 'test-naming-convention', 'test-no-focused', 'plugin-no-evil']
Analyzing c:/dev/projects/aegis\scratch\ts_output.txt with 52 rules: ['arch-no-print', 'arch-no-todo', 'arch-no-star-import', 'arch-circular-import', 'arch-module-boundary', 'arch-import-groups', 'no-print', 'custom-no-print', 'deps-known-vulnerabilities', 'deps-excessive-count', 'deps-duplicate-transitive', 'design-srp-class-size', 'design-ocp-type-dispatch', 'design-isp-interface-size', 'design-dip-abstractions', 'design-factory-method', 'design-null-object', 'docs-module-docstring', 'docs-stale-markers', 'docs-deprecation-notice', 'general-binary-artifacts', 'general-private-keys', 'sec-no-hardcoded-aws-keys', 'sec-no-hardcoded-passwords', 'sec-no-connection-strings', 'sec-no-todo-security', 'sec-no-hardcoded-tokens', 'sec-no-eval', 'sec-no-sql-concatenation', 'sec-insecure-deserialization', 'sec-path-traversal', 'sec-jwt-validation', 'sec-no-subprocess-shell', 'sec-no-hardcoded-urls', 'sec-cors-wildcard', 'sec-input-validation', 'semantic-no-pii-exposure', 'semantic-retry-policy', 'struct-module-boundaries', 'struct-max-file-length', 'struct-no-utils', 'struct-circular-package', 'style-line-length', 'style-naming-convention', 'style-no-trailing-whitespace', 'style-consistent-imports', 'style-consistent-quotes', 'style-max-complexity', 'style-blank-lines', 'test-naming-convention', 'test-no-focused', 'plugin-no-evil']
Analyzing c:/dev/projects/aegis\src\aegis\__init__.py with 52 rules: ['arch-no-print', 'arch-no-todo', 'arch-no-star-import', 'arch-circular-import', 'arch-module-boundary', 'arch-import-groups', 'no-print', 'custom-no-print', 'deps-known-vulnerabilities', 'deps-excessive-count', 'deps-duplicate-transitive', 'design-srp-class-size', 'design-ocp-type-dispatch', 'design-isp-interface-size', 'design-dip-abstractions', 'design-factory-method', 'design-null-object', 'docs-module-docstring', 'docs-stale-markers', 'docs-deprecation-notice', 'general-binary-artifacts', 'general-private-keys', 'sec-no-hardcoded-aws-keys', 'sec-no-hardcoded-passwords', 'sec-no-connection-strings', 'sec-no-todo-security', 'sec-no-hardcoded-tokens', 'sec-no-eval', 'sec-no-sql-concatenation', 'sec-insecure-deserialization', 'sec-path-traversal', 'sec-jwt-validation', 'sec-no-subprocess-shell', 'sec-no-hardcoded-urls', 'sec-cors-wildcard', 'sec-input-validation', 'semantic-no-pii-exposure', 'semantic-retry-policy', 'struct-module-boundaries', 'struct-max-file-length', 'struct-no-utils', 'struct-circular-package', 'style-line-length', 'style-naming-convention', 'style-no-trailing-whitespace', 'style-consistent-imports', 'style-consistent-quotes', 'style-max-complexity', 'style-blank-lines', 'test-naming-convention', 'test-no-focused', 'plugin-no-evil']
Analyzing c:/dev/projects/aegis\src\aegis\cli\main.py with 52 rules: ['arch-no-print', 'arch-no-todo', 'arch-no-star-import', 'arch-circular-import', 'arch-module-boundary', 'arch-import-groups', 'no-print', 'custom-no-print', 'deps-known-vulnerabilities', 'deps-excessive-count', 'deps-duplicate-transitive', 'design-srp-class-size', 'design-ocp-type-dispatch', 'design-isp-interface-size', 'design-dip-abstractions', 'design-factory-method', 'design-null-object', 'docs-module-docstring', 'docs-stale-markers', 'docs-deprecation-notice', 'general-binary-artifacts', 'general-private-keys', 'sec-no-hardcoded-aws-keys', 'sec-no-hardcoded-passwords', 'sec-no-connection-strings', 'sec-no-todo-security', 'sec-no-hardcoded-tokens', 'sec-no-eval', 'sec-no-sql-concatenation', 'sec-insecure-deserialization', 'sec-path-traversal', 'sec-jwt-validation', 'sec-no-subprocess-shell', 'sec-no-hardcoded-urls', 'sec-cors-wildcard', 'sec-input-validation', 'semantic-no-pii-exposure', 'semantic-retry-policy', 'struct-module-boundaries', 'struct-max-file-length', 'struct-no-utils', 'struct-circular-package', 'style-line-length', 'style-naming-convention', 'style-no-trailing-whitespace', 'style-consistent-imports', 'style-consistent-quotes', 'style-max-complexity', 'style-blank-lines', 'test-naming-convention', 'test-no-focused', 'plugin-no-evil']
